,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Battery Backup,Power Supply,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Graphic Processor,Number of Cores,Storage Type,Operating System,Mic In,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Pointer Device,Included Software,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Battery Cell,Clock Speed,HDMI Port,Processor Generation,Expandable Memory,RAM Frequency,Cache,OS Architecture,Supported Operating System,System Architecture,RJ45,Multi Card Slot,Refresh Rate,Ethernet,Wireless WAN,Finger Print Sensor,Laptop Bag,Inbuilt 4G LTE,Memory Slots,Expandable SSD Capacity,NFC Support,Face Recognition,Lock Port,TGP,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Hardware Interface,Security Chip,Chipset,Antivirus,RPM,Sound Chip,Brightness,EMMC Storage Capacity,International Warranty,Stylus Included,S-video,Dock Port,Firewire Port,RJ11,VGA Port,Read/Write Speed,Other Accessories,Color Gamut,Recovery Options,Certification,HDD Capacity,Optane Memory,Cloud Storage,UFS Storage Capacity,id,rating,price
0,"Laptop,Battery,Power Adapter, User Guide",Thin A15 B7UC-067IN,9S7-16RK11-067,Thin A15 B7UC-067IN,Thin A15,Cosmos Gray,Gaming Laptop,Gaming,,,No,AMD,Ryzen 5 Hexa Core,Yes,512 GB,16 GB,DDR5,7535HS,NVIDIA GeForce RTX 3050,,SSD,Windows 11 Home,,"1 x Type-C (USB3.2 Gen2 / DP) with PD charging, 3 x Type-A USB3.2 Gen1",No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,"FHD, 144Hz 45%NTSC IPS-Level",Yes,Yes,,802.11 ax Wi-Fi 6E,v5.3,359 x 254 x 21.7 mm,1.86 Kg,Not Available,HD type (30fps@720p),Blue Backlit Gaming Keyboard,,,,,2 Year Onsite Warranty,Onsite,Manufacturing Defects,"Physical Damage, Burn, Liquid Spill",,,3.3 Ghz to Max turbo frequency at 4.55 Ghz,1x HDMI 2.1 (8K 60Hz / 4K 120Hz),,,,,,,,,,144 Hz,,,No,,,,,,No,,,GDDR6,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,594.0,4.5,"₹57,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",X1605ZAC-MB540WS,90NB0ZA2-M017U0,X1605ZAC-MB540WS,,Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,12500H,Intel Integrated Integrated,12,SSD,Windows 11 Home,Yes,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A, 1 x DC-in",No,40.64 cm (16 inch),1920 x 1200 Pixel,"WUXGA 16:10 aspect ratio, IPS-level Panel, 60Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified",Built-in speaker,Built-in microphone,,Wi-Fi 5(802.11ac) (Dual band) 1 x 1,v5.1,358.7 x 249.5 x 19.9mm,1.88 Kg,Not Available,720p HD camera With privacy shutter,Backlit Chiclet Keyboard with Num-key,Yes,,,42 WHrs Li-ion,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,3 Cell,Upto 4.5 GHz,1 x HDMI 1.4,12th Gen,,,18 MB,,Windows 11 Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.0,3.3,"₹51,499"
0,"Laptop, Power Adapter, User Guide, Warranty Documents",14-dv2014TU,6K9C3PA#ACJ,14-dv2014TU,Pavilion,Natural Silver,Thin and Light Laptop,"Entertainment, Performance",,,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,1235U,Intel Integrated UHD Graphics,10,SSD,Windows 11 Home,Yes,"1x SuperSpeed USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge), 2x SuperSpeed USB Type-A 5Gbps signaling rate",No,35.56 cm (14 inch),1920 x 1080 Pixels,"FHD, IPS, micro-edge, BrightView (Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC)",Dual speakers,Integrated dual array digital Microphone,Audio by B&O,MediaTek Wi-Fi 6 MT7921 (2x2),v5.2,325 x 216 x 17.0 mm,1.41 Kg,Not Available,HP Wide Vision 720p HD camera with temporal noise reduction,"Full-size, backlit, Natural Silver keyboard",Yes,HP Imagepad with multi-touch gesture support,"Microsoft Office Home & Student 2021, HP Documentation, HP BIOS recovery, HP Smart","43 Wh Li-ion, Support battery fast charge",1 Year Onsite Warranty,"Contact : Ph : 18002587170, 18602583079, WhatsApp Helpline - +17864826615 / Mail : Self Service warranty lookup - support.hp.com/us-en/checkwarranty",Manufacturing Defects,Physical Damage,1 Year,3,Upto 4.4 GHz,1x HDMI 2.1,12th Gen,,3200 MHz,12,64 bit,Windows 11 Home,64,,,,,,Yes,,,,,,,,,,,PCIe NVMe,,,,,,,,,,,,,,,,,,,,,,,,596.0,4.3,"₹56,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fc0156AU,9D3N4PA#ACJ,15-fc0156AU,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,No,AMD,Ryzen 5 Quad Core,Yes,512 GB,16 GB,LPDDR5,7520U,AMD Radeon AMD,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,,Realtek Wi-Fi 6 (1x1),v5.3,359.8 x 236 x 18.6 mm,1.59 Kg,Not Available,HP True Vision 1080p FHD camera,"Full-size, backlit, soft grey keyboard with numeric keypad",,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,Up to 5.2GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.0,NaN,"₹45,990"
0,"Laptop, Charger, Product manual",CX3402CBA-PQ0173,90NX06J2-M00650,CX3402CBA-PQ0173,Chromebook Plus,Rock Grey,Chromebook,Processing & Multitasking,,,No,Intel,Core i3,No,,8 GB,LPDDR5,1215U,Intel Integrated UHD,,UFS,Chrome,,"2 x USB 3.2 Gen 1 Type-A, 2 x USB 3.2 Gen 1 Type-C support display / power delivery",No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD, LED Backlit",,,,Wi-Fi 6 (802.11ax),v5.3,326.4 x 214.3 x 18.7 mm,1.44 Kg,Not Available,1080p FHD camera,Backlit Chiclet Keyboard,Yes,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defect,Physical Damage,,,0.9 GHz upto max turbo frequency at 4.4 Ghz,,12th Gen,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128 GB,598.0,3.9,"₹30,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",14s - dy2508TU,6X360PA#ACJ,14s-dy2508TU,14s,Natural Silver,Thin and Light Laptop,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",,,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1115G4,Intel Integrated UHD,2,SSD,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 5 Gbps Signaling Rate, 2 x SuperSpeed USB Type-A 5 Gbps Signaling Rate",No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD, IPS, Micro-Edge, Anti-Glare, Brightness: 250 Nits, 157 PPI, Color Gamut: 45% NTSC",Built-in Dual Speaker,Integrated Dual Array Digital Microphones,,Realtek RTL8822CE 802.11 a/b/g/n/ac (2 x 2),v5.0,325 x 216 x 17.0 mm,1.41 kg,Not Available,HP True Vision 720p HD Camera,"Full-size, Natural Silver keyboard",,HP Imagepad with Multi-Touch Gesture Support,Microsoft Office Home & Student 2021,"3 Cell, 41 Wh Li-ion, Support Battery Fast Charge",1 Year Onsite Warranty,"please call the HP Customer Support - 
18002587170 / 18602583079 / WhatsApp Helpline - +17864826615",Manufacturing Defects,Physical Damage,1 Year,3 Cell,"Base Frequency 1.7 GHz, Max Turbo Frequency at 4.1 GHz","1 x HDMI 2.1, 1 x HDMI 1.4b",11th Gen,,,6 MB,64 bit,Windows 11 Home,64 bit,,1 x Multi-Format SD Media Card Reader (Support SD/SDHC/SDxC and Supports Mini Versions of SD/MS Adapters),,,,,,,,,,,,,,,PCIe NVMe M.2,"Energy Star Certified, EPEAT Silver Registered",,,3200,,,,,,,,,,,,,,,,,,,,599.0,4.3,"₹42,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fc0154AU,9D3M8PA,15-fc0154AU,15 (2024),Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,AMD,Ryzen 3 Quad Core,Yes,512 GB,8 GB,DDR4,7320U,AMD Radeon AMD,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,,Realtek Wi-Fi 6 (1x1),v5.3,359.8 x 236 x 18.6 mm,1.59 Kg,Not Available,HP True Vision 1080p FHD camera,"Full-size, soft grey keyboard with numeric keypad",,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,Max Turbo Frequency 4.1 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,4.2,"₹33,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s- eq2144au,50M63PA#ACJ,15s- eq2144au,,Natural Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",,,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,5500U,AMD Radeon AMD,6,SSD,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v4.2,358 x 242 x 17.9 mm,1.69 kg,Not Available,HP True Vision 720p HD camera,Full-size Island-style Natural Silver Keyboard with Numeric Keypad,No,,"Microsoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart","41 Wh Li-ion Battery, Support battery fast charge",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,3 cell,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,1x HDMI 1.4b,,,,8,64 bit,Windows 11 Home,,,1 x card reader,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.0,4.2,"₹37,999"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",16-xd0010AX,9E3K4PA#ACJ,16-xd0010AX,Omen,Midnight Black,Gaming Laptop,Gaming,Upto 8 Hours,,Yes,AMD,Ryzen 7 Octa Core,Yes,1 TB,16 GB,DDR5,7840HS,NVIDIA GeForce RTX 4050,,SSD,Windows 11 Home,,,No,40.89 cm (16.1 inch),1920 x 1080 Pixels,,,,,,v5.3,,2.3 Kg,Not Available,,,,,,,1 Year Onsite Warranty,Onsite,Manufacturing Damage,Physical Damage,1 Year,,,,,,,,,Windows 11,,,,,,,,,,,,,,,,GDDR6,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,602.0,4.5,"₹99,890"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",IN5430YXVW9M01ORS1,IN5430YXVW9M01ORS1,Inspiron 5430,Inspiron 5430,Platinum Silver,Laptop,Travel & Business,UPTO 8 HRS,,Yes,Intel,Core i5,Yes,512 GB,8 GB,LPDDR5,,Intel Integrated Intel Iris Xe Graphics,,SSD,Windows 11 Home,,,No,35.56 cm (14 inch),1920 x 1080 pixel,,,,,,YES,,,Not Available,,,,,,,1-year manufacturing warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,13th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.0,3.7,"₹52,990"
0,"Laptop, Charger, USB Guide Manual",Corebook X i3,CWI570,Corebook X_I3_12th Gen,,Grey,Laptop,"Everyday Use, Entertainment, Learning, Travel & Business, Processing & Multitasking",Upto 4 hours,,No,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1220P,Intel Integrated Intel UHD Graphics,10,SSD,Windows 11 Home,,2 x USB3.2 Gen1,No,35.56 cm (14 inch),2160*1440 pixel,Full HD,Dual Speaker,Yes,,WIFI6 (802.11ax1),5.2,310*229.5*17.25(H)mm,1.4 kg,Not Available,Yes,Full-Sized Keyword(Borderless Design),Yes,,"WPS Office, Operating System Software",,12 months,Manufacturer Warranty,Manufacturing Defects,Physical & Water Damage,12 Months,,3.3GHz-4.4GHz,1 x HDMI,12th Gen,,,,,,,,Yes,,,,,No,No,,1 TB,No,,,,DDR4,,,,,,,,,,,No,,,,,,,,,,,,,,,604.0,NaN,"₹26,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",A315-53-P4MY,NX.H38SI.010,,Aspire 3,Obsidian Black,Laptop,Processing & Multitasking,Upto 7 hours,45 W AC Adapter,No,Intel,Pentium Gold,No,,4 GB,DDR4,4417U,Intel Integrated HD 610,2,HDD,Windows 10 Home,Yes,"2 x USB 2.0, 1 x USB 3.0",No,39.62 cm (15.6 inch),1366 x 768 Pixel,HD LED Backlit TFT Display,Built-in Dual Speakers,Built-in Microphones,Stereo Speakers,IEEE 802.11a/b/g/n/ac,v4.0,381.6 x 262.8 x 20.95 mm,2.1 kg,Not Available,Acer Webcam,FineTip Keyboard with Independent Standard Numeric Keypad,,Multi Gesture Touchpad,"Acer Care Center, Acer Quick Access, Acer Configuration Manager",4810 mAh Li-ion Battery,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,1 Year,2 cell,2.3 GHz,1 x HDMI Port,,Upto 12 GB,,2 MB,64 bit,,64 bit,Yes,SD Card Reader,,"Gigabit Ethernet, Wake-on-LAN Ready",,,,,,,,,Kensington Lock Slot,,,,,TPM,,,5400,,,,1 Year,,,,,,,,,,,,500 GB,,,,605.0,4.1,"₹25,289"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-fy5002TU,6P132PA#ACJ,15s-fy5002TU,Backlit,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1235U,Intel Integrated Integrated,10,SSD,Windows 11 Home,Yes,"1 x USB Type-C 5Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,358 x 242 x 17.9,1.69 Kg,Not Available,HP True Vision 720p HD camera,"Full-size, backlit natural silver keyboard with numeric keypad",Yes,,,41 Wh Li-ion Battery,1 Year Onsite Warranty,"Contact : Ph : 18002587170, 18602583079, WhatsApp Helpline - +17864826615 / Mail : Self Service warranty lookup - support.hp.com/us-en/checkwarranty",Manufacturing Defects,Physical Damage,1 Year,3 Cell,3.30GHz Upto 4.40GHz,1 x HDMI 1.4b,12th Gen,16 GB,,12 MB,64 bit,Windows 11 Home,64 bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.0,4.2,"₹49,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",14IGL7,82V6009LIN|82V6009TIN,14IGL7,IdeaPad 1,Cloud Grey,Thin and Light Laptop,Processing & Multitasking,,45 W,Yes,Intel,Celeron Dual Core,Yes,512 GB,8 GB,DDR4,N4020,Intel Integrated UHD,,SSD,Windows 11 Home,,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",No,35.56 cm (14 Inch),1366 x 768 Pixel,"HD, TN 220nits Anti-glare",Yes,Yes,,11ac 2x2,v5.1,325.3 x 216.5 x 17.9 mm,1.3 Kg,Not Available,HD 720p with Privacy Shutter,"Non-backlit, English",,,,,1 Yr. Onsite,Carry-in,Manufacturing Defects,Physical Damage,,,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz,1 x HDMI 1.4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.0,4.1,"₹23,990"
0,"Laptop, Power Adaptor, User Guide",15s-FQ5328TU,9D3N7PA,15s-FQ5328TU,FQ Series,Silver,Thin and Light Laptop,Processing & Multitasking,Up tro 6 Hours,65 W,Yes,Intel,Core i3,Yes,1 TB,8 GB,DDR4,1215U,Intel Integrated UHD,6,SSD,Windows 11 Home,,1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors); 2 x USB Type-A 5Gbps signaling rate; 1 AC smart pin,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD,Dual speakers,,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.0,358.5 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision 720p HD camera,"Full-size, natural silver keyboard with numeric keypad",No,Touchpad,Microsoft Office Home & Student '2021,,1 Year Onsite Warranty,Onsite,Manufacturing Defect,Physical Damage,1 Year,3 Cell,Upto 4.4 GHz,1 x HDMI 1.4b,12th Gen,Upto 16 GB,3200 MHz,,64 bit,Windows 11,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.0,4.2,"₹39,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",G614JIR-N4062WS,90NR0IG5-M005E0,G614JIR-N4062WS,ROG Strix G16,Eclipse Gray,Gaming Laptop,Processing & Multitasking,,,No,Intel,Core i9,Yes,1 TB,16 GB,DDR5,14900HX,NVIDIA GeForce RTX 4070,,SSD,Windows 11 Home,Yes,,No,40.64 cm (16 Inch),2560 x 1600 Pixel,"QHD+, 3ms, 240Hz, 170, IPS-level, 1200:1, 500nits, 100%, Anti-glare display",Yes,,,Wi-Fi 6E(802.11ax) (Triple band) 2*2,v5.3,354 x 264 x 22.6 mm,2.5 Kg,Not Available,720P HD camera,Backlit Chiclet Keyboard Per-Key RGB,,,,,1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,,4 cell,1.6 GHz upto Max Turbo Frequency 5.80 GHz,1x HDMI 2.1 FRL,14th Gen,,,,,,,,,,,,,,,,,,,,,GDDR6,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,609.0,NaN,"₹1,99,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-eq2305AU,9D3N8PA,15s-eq2305AU,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Up to 9 hours and 30 minutes,,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,16 GB,DDR4,5500U,AMD Radeon AMD,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,358.5 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision 720p HD camera with integrated dual array digital microphones,"Full-size, backlit, natural silver keyboard with numeric keypad",,,,,1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,,,Max Frequency Upt o 4.00 GHz,1 x HDMI 1.4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.0,4.3,"₹40,599"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-79G,UN.34NSI.002,A715-79G,Aspire 7,Black,Gaming Laptop,Gaming,,,No,Intel,Core i5,Yes,512 GB,16 GB,DDR4,13420H,NVIDIA GeForce RTX 2050,,SSD,Windows 11 Home,,"1 x USB 3.2 Type-A port, 2 x USB 3.2 Type-C ports, 1 x USB 2.0 Type-A port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD,Two built-in stereo speakers,Yes,,Intel Wireless Wi-Fi 6 AX101,v5.2,359.5 x 238 x 22.7 mm,1.99 Kg,Not Available,1.0 M HD Video camera,Multi languages Multi-Color illuminated full size keyboard with numeric pad,,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,1.5 GHz upto Max Turbo Frequency 4.6 GHz,,13th Gen,,,,,,,,,,,,,,,,,,,,,GDDR6,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,611.0,4.3,"₹53,990"
0,"Laptop, battery, adapter, cables and user manuals",15IIL05,81WE01QSIN,IdeaPad 3,Intel,Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Upto 7.3 hours,,No,Intel,Core i3,Yes,256 GB,4 GB,DDR4,1005G1,Intel Integrated UHD,2,SSD,Windows 11 Home,Yes,"1 x USB 2.0, 2 x USB 3.2 Gen 1",No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD,TN, Brightness: 220 nits, Anti-glare",Built-in 1.5W Dual Stereo Speakers,Built-in Dual Array Microphone,,"11ac, 2 x 2",v5.0,362.2 x 253.4 x 19.9 mm,1.85 kg,Not Available,HD 720p with Privacy Shutter,"Non-backlit, English",No,,,Integrated 35Wh,2 Years Onsite Warranty,Carry-In,Manufacturing Defects,Physical Damage,1 Year,,"Base Frequency 1.2 GHz, Max Turbo Boost at 3.4 GHz",1 x HDMI 1.4b,10th Gen,8 GB,,4 MB,64 bit,Windows11 Home,64 bit,,1 x Card Reader,,,,No,,,4,,,,,,,,M.2 2242 PCIe 3.0 x 2 NVMe,Firmware TPM 2.0,Intel SoC Platform,,2666,High Definition (HD) Audio,,,,,,,,,,,,,,,,,,,612.0,4.5,"₹31,490"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",16IMH9,83DC008VIN,16IMH9,IdeaPad Slim 5,Cloud Grey,Laptop,Processing & Multitasking,,,Yes,Intel,Core Ultra 7,Yes,1 TB,16 GB,LPDDR5X,155H,Intel Integrated Arc,,SSD,Windows 11 Home,,"1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), 1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On, 2 x USB-C (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort 1.",No,40.64 cm (16 inch),1920 x 1200 Pixel,"WUXGA, IPS 300nits Anti-glare, 100% sRGB, 60Hz",Yes,Yes,,"Wi-Fi 6E, 802.11ax 2x2",v5.2,356 x 251 x 16.9 mm,1.82 Kg,Not Available,"FHD 1080p + IR with Privacy Shutter, ToF Sensor","Backlit, English",,,,,1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,,,Max Turbo up to 4.8GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.0,NaN,"₹84,990"
0,"Laptop, battery, power adapter, user guide",15-fb0135AX,87B81PA#ACJ,15-fb0135AX,Victus,Performance Blue,Gaming Laptop,Gaming,,,No,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,5600H,NVIDIA GeForce RTX 3050,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate, 1 x USB Type-A 5Gbps signaling rate (HP Sleep and Charge), 1 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, Refresh Rate 144Hz, 9ms Response time, IPS, micro edge, Anti-glare, Brightness 250 Nits, 141 ppi, Color Gamut 45% NTSC",Yes,Yes,,Intel Wi-Fi 6E AX211 (2x2),v5.3,,2.37 Kg,Not Available,HP Wide Vision 720p HD camera,"Full-size, backlit, performance blue keyboard with numeric keypad",Yes,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,4 Cell,3.3GHz Upto max turbo frequency at 4.2 GHz,,,,,,,,,,,,,,,,,,,,,,,GDDR6,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,614.0,4.3,"₹68,990"
0,1 Laptop :: 1 Power Adaptor:: 1 User Guide:: 1 Warranty Documents,ZL513,71008301263,ZL513,ZEROBOOK 13 Intel,Silver,Thin and Light Laptop,Processing & Multitasking,Upto 10 Hours,,Yes,Intel,Core i9,Yes,1 TB,32 GB,LPDDR5X,13900H,Intel Integrated 96EU Iris Xe,,SSD,Windows 11 Home,,"Yes, 2 x USB 3.0, 2 x USB-C type",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, IPS Display (400nits peak brightness, 100% sRGB, NTSC 72%)",Yes,Yes,,2x2 Wi-Fi 6E R2(tri-band),v5.2,323.3 x 211.1 x 16.95 mm,1.80 Kg,Not Available,Mi-Pi AI-enhanced FHD BeautyCam,Full-size Backlit Chiclet Keyboard,Yes,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,Max Turbo Frequency up to 5.4 GHz,1 x HDMI 1.4,13th Gen,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.0,4,"₹71,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-fq5330TU|15-fd0111TU,9D3P0PA#ACJ|A47CYPA,15s-fq5330TU,,Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,1235U,Intel Integrated Iris Xe,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate;",No,39.62 cm (15.6 inch),1920 X 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.0,358.5 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,"Full-size, backlit, natural silver keyboard with numeric keypad",,,,,1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,,,Max Frequency Up to 4.4 GHz,1 x HDMI 1.4b,12th Gen,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.0,4.2,"₹50,490"
0,1 Unit Laptop,15W_LAP02,15W_LAP02,AXL Vayu Book,,Dark Grey,Thin and Light Laptop,"Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",5-8 hour,,No,Intel,Celeron Dual Core,Yes,256 GB,4 GB,DDR4,,NA,,SSD,Windows 11 Home,,,No,39.62 cm (15.6 inch),1920*1080 pixel,,,,,,yes,,,Not Available,,,,,,,1 Year,On site,Manufacturing defects,Physical damage,,,,,,,,,,,,,,,,,,,,,,,,,,DDR4,,,,,,,,,,,,,,,,,,,,,,,,,,617.0,3.6,"₹16,990"
